year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2026,Maize,Clay Loam,6.5,160,68,62,15.7,878,69.7,Low,5.6,1413.05,3.492
2026,Banana,Peaty,7.82,226,32,268,21.6,1739,34.3,High,4.2,8990.17,22.215
2022,Barley,Loam,5.98,135,57,39,18.0,1052,50.6,High,10.8,1455.11,3.596
2021,Sugarcane,Alluvial,8.43,200,29,101,20.4,2481,58.3,Medium,10.4,6713.68,16.59
2020,Wheat,Laterite,8.52,104,48,11,37.9,713,39.8,Medium,11.7,246.39,0.609
2025,Rice,Alluvial,4.76,149,68,30,18.8,1204,37.5,Medium,11.5,868.35,2.146
2026,Barley,Red Soil,6.23,141,38,49,30.7,211,42.0,Medium,6.7,245.18,0.606
2024,Watermelon,Loam,7.66,46,76,52,27.9,475,58.2,Medium,5.3,7597.24,18.773
2021,Sunflower,Peaty,4.96,54,61,66,31.0,1087,91.3,High,4.7,264.03,0.652
2024,Groundnut,Red Soil,4.83,10,43,10,36.9,754,80.9,Medium,9.6,225.47,0.557
2024,Coffee,Peaty,6.94,161,48,116,34.6,1576,52.6,Medium,4.4,224.75,0.555
2026,Watermelon,Silt Loam,5.44,111,74,110,36.9,220,78.4,Low,4.6,2281.14,5.637
2025,Garlic,Loam,5.4,96,43,38,24.5,392,54.8,Low,10.5,1835.21,4.535
2024,Tea,Loam,5.38,135,16,86,19.4,1852,46.2,High,9.2,905.49,2.238
2026,Onion,Peaty,7.14,138,54,92,12.3,900,56.2,High,10.7,5488.08,13.561
2024,Potato,Saline,6.11,113,67,83,30.3,150,72.8,Low,4.6,887.82,2.194
2021,Mustard,Black Soil,5.22,66,43,55,16.9,1014,92.3,Low,5.8,397.11,0.981
2026,Potato,Peaty,7.23,85,117,115,30.3,1121,57.8,High,9.9,1926.25,4.76
2024,Sugarcane,Sandy Loam,6.35,229,98,84,17.5,1780,63.4,Medium,6.5,9324.81,23.042
2026,Watermelon,Sandy Loam,5.67,106,80,78,30.1,947,82.4,High,11.6,9056.08,22.378
2020,Groundnut,Laterite,7.1,13,82,72,13.6,150,50.0,High,8.4,156.36,0.386
2020,Rice,Saline,7.93,172,77,77,11.6,1201,40.4,High,6.7,348.05,0.86
2020,Tea,Peaty,5.5,137,20,67,11.2,1131,31.9,High,8.7,429.04,1.06
2026,Soybean,Silt Loam,5.57,10,95,46,11.9,705,64.8,High,8.5,282.72,0.699
2025,Onion,Saline,5.2,113,32,53,17.8,150,48.2,Low,6.7,1064.6,2.631
2024,Tomato,Black Soil,7.63,227,86,83,16.3,744,49.3,Low,11.3,7733.51,19.11
2021,Cotton,Clay Loam,4.74,121,52,34,30.9,933,46.9,Medium,11.1,505.27,1.249
2026,Watermelon,Black Soil,4.98,140,78,89,26.4,624,36.9,Low,4.4,6539.17,16.159
2021,Cotton,Clay Loam,6.41,182,29,45,15.1,1184,63.0,Low,9.1,340.67,0.842
2021,Rice,Black Soil,7.16,140,102,46,22.9,1412,48.1,Medium,5.0,1354.37,3.347
2020,Garlic,Clay Loam,8.33,60,61,41,17.6,865,51.1,High,9.4,2241.55,5.539
2020,Sunflower,Sandy Loam,7.43,29,105,62,16.8,331,75.0,Medium,5.9,258.2,0.638
2024,Chickpea,Red Soil,7.11,49,28,61,24.4,376,60.2,Medium,4.1,564.33,1.394
2023,Rice,Black Soil,7.84,181,73,107,34.2,1355,55.9,High,10.4,1014.63,2.507
2021,Tomato,Saline,6.85,171,99,127,14.5,958,94.6,Low,8.8,6794.7,16.79
2025,Wheat,Black Soil,5.77,142,31,70,10.5,1207,77.4,Medium,6.6,636.49,1.573
2025,Tomato,Loam,8.45,227,70,127,22.1,958,37.7,Low,4.0,5757.18,14.226
2025,Maize,Loam,4.56,190,68,61,25.4,993,35.5,High,8.4,1638.32,4.048
2023,Potato,Peaty,5.09,74,73,118,12.6,150,61.0,Low,6.5,1825.99,4.512
2024,Rice,Black Soil,7.49,187,30,30,27.2,1520,46.7,Medium,10.4,1597.56,3.948
2023,Tea,Silt Loam,6.41,134,61,78,15.9,1781,68.1,Medium,8.3,645.17,1.594
2026,Watermelon,Saline,8.69,83,68,98,38.0,442,64.0,High,6.2,2500.18,6.178
2022,Sunflower,Laterite,7.98,33,99,54,20.9,418,42.3,Low,9.6,432.05,1.068
2024,Onion,Alluvial,4.59,86,46,99,19.9,1003,73.9,Low,7.2,4290.37,10.602
2026,Groundnut,Sandy Loam,7.9,85,69,10,20.4,550,35.0,Low,5.3,318.74,0.788
2025,Maize,Loam,6.03,117,59,54,21.6,1135,72.9,High,7.5,1776.1,4.389
2020,Chickpea,Peaty,8.6,31,48,10,28.1,150,52.0,Medium,5.0,143.97,0.356
2023,Rice,Black Soil,5.4,142,32,74,27.3,1489,52.5,Low,10.4,1868.27,4.617
2023,Onion,Silt Loam,5.77,102,48,78,23.0,385,91.1,Medium,10.0,4886.21,12.074
2025,Tomato,Silt Loam,5.85,111,64,134,19.7,293,94.2,Medium,6.6,4836.25,11.951
2026,Banana,Red Soil,8.78,144,69,237,28.5,1994,30.8,Medium,5.8,8898.53,21.989
2021,Groundnut,Red Soil,7.27,10,46,66,21.5,672,44.1,High,7.5,626.56,1.548
2025,Sunflower,Clay Loam,5.44,132,58,58,23.4,561,57.0,Low,4.1,634.97,1.569
2024,Sunflower,Silt Loam,8.02,107,74,59,26.3,422,54.3,Medium,9.0,896.84,2.216
2025,Maize,Sandy Loam,6.7,178,10,51,35.2,806,34.0,High,4.6,463.44,1.145
2023,Mustard,Alluvial,5.61,101,53,31,23.5,723,51.5,Low,8.7,665.59,1.645
2023,Apple,Silt Loam,5.03,31,10,102,20.7,1142,35.0,Low,4.0,1942.73,4.801
2026,Banana,Saline,6.28,233,105,263,13.4,1719,61.9,High,5.4,7187.42,17.76
2026,Apple,Clay Loam,4.98,81,67,83,23.1,1313,84.8,Medium,6.6,2839.13,7.016
2023,Onion,Sandy Loam,6.61,147,68,75,15.8,663,82.7,Low,6.2,4872.69,12.041
2021,Watermelon,Loam,8.33,158,56,151,30.3,898,33.8,Low,9.1,8991.74,22.219
2026,Maize,Saline,6.96,113,60,16,19.1,416,77.5,High,9.6,864.01,2.135
2020,Apple,Peaty,7.32,104,24,74,16.7,735,32.8,High,9.6,4484.19,11.081
2020,Barley,Red Soil,7.92,114,81,10,17.8,487,57.2,Low,8.8,786.78,1.944
2022,Apple,Silt Loam,5.73,104,56,103,15.2,488,70.7,Medium,8.4,5982.2,14.782
2020,Tea,Alluvial,5.34,172,39,101,22.9,1937,78.7,Medium,11.3,1119.9,2.767
2021,Rice,Saline,5.82,150,103,83,22.8,1146,35.7,High,5.4,1235.45,3.053
2020,Watermelon,Clay Loam,7.1,144,62,72,18.0,150,51.6,Low,8.5,3217.62,7.951
2021,Garlic,Clay Loam,8.01,134,35,52,29.2,412,38.9,High,4.0,845.99,2.09
2023,Sugarcane,Laterite,6.65,180,98,109,19.4,2075,56.7,Low,5.7,9510.62,23.501
2024,Onion,Laterite,7.79,103,25,72,30.2,835,43.4,High,8.0,2565.35,6.339
2025,Maize,Clay Loam,5.85,106,106,60,37.6,721,82.8,High,10.6,870.12,2.15
2020,Maize,Peaty,7.33,186,60,61,33.6,706,82.8,Medium,4.7,929.84,2.298
2021,Mustard,Black Soil,6.85,55,62,19,11.6,709,73.5,High,5.9,497.22,1.229
2025,Maize,Sandy Loam,6.42,112,71,45,17.1,1131,82.2,Low,11.9,1536.9,3.798
2023,Potato,Saline,7.19,80,100,108,15.8,535,83.3,Medium,9.4,3925.4,9.7
2026,Sugarcane,Silt Loam,6.55,279,60,30,31.2,1526,69.8,High,6.5,18235.59,45.061
2026,Apple,Sandy Loam,8.21,126,14,123,14.0,919,93.5,High,8.7,3071.66,7.59
2026,Rice,Clay Loam,8.28,81,131,107,14.2,1475,68.7,Medium,7.3,413.03,1.021
2021,Maize,Red Soil,7.4,135,47,90,19.3,1078,85.0,Medium,6.1,1227.59,3.033
2020,Chickpea,Silt Loam,6.88,117,10,32,34.7,740,87.0,Medium,9.8,268.4,0.663
2021,Wheat,Loam,4.81,150,85,59,37.5,312,37.0,Low,5.9,204.01,0.504
2025,Sunflower,Saline,5.97,122,107,24,25.3,697,61.4,Medium,11.9,906.56,2.24
2021,Potato,Sandy Loam,6.82,140,60,74,34.6,369,51.9,Medium,10.6,1945.82,4.808
2025,Garlic,Peaty,6.89,63,28,18,21.3,150,36.9,High,11.6,1283.35,3.171
2021,Mustard,Clay Loam,5.78,47,27,20,29.0,501,38.0,High,4.6,275.77,0.681
2020,Sugarcane,Loam,5.56,265,74,95,35.6,1802,80.0,High,11.5,17603.22,43.498
2022,Groundnut,Loam,8.32,10,27,23,21.8,150,65.4,Low,5.3,134.66,0.333
2025,Sunflower,Red Soil,7.68,107,35,50,26.4,522,56.9,Medium,4.3,658.71,1.628
2023,Tea,Peaty,8.67,171,61,70,34.9,2459,63.0,High,9.0,192.79,0.476
2024,Maize,Alluvial,5.13,66,71,81,34.2,729,50.4,High,9.1,611.32,1.511
2021,Tomato,Laterite,7.06,144,119,113,17.1,531,49.5,High,9.1,8782.19,21.701
2022,Garlic,Loam,7.94,118,36,80,30.5,422,69.6,Medium,5.9,839.63,2.075
2025,Soybean,Silt Loam,5.78,39,54,40,37.8,445,40.5,Low,11.7,325.52,0.804
2021,Apple,Peaty,6.8,71,28,89,37.5,415,79.4,Low,6.7,980.68,2.423
2022,Apple,Black Soil,4.73,99,10,110,12.6,691,61.7,High,9.5,3297.42,8.148
2021,Maize,Clay Loam,6.88,101,49,16,19.4,1102,84.1,Low,11.9,1684.19,4.162
2026,Cotton,Red Soil,5.96,90,56,36,10.6,1317,34.1,Medium,7.1,209.57,0.518
2020,Soybean,Black Soil,5.44,124,65,26,24.5,673,36.9,High,8.3,800.4,1.978
2023,Groundnut,Clay Loam,6.54,32,73,19,23.4,896,38.0,Medium,5.6,944.22,2.333
2025,Rice,Black Soil,7.08,156,72,69,39.3,748,72.2,High,4.5,520.65,1.287
2023,Cotton,Sandy Loam,8.12,55,80,51,27.5,278,43.5,Medium,10.8,323.93,0.8
2024,Sugarcane,Alluvial,7.54,196,134,104,15.9,2020,85.8,Medium,9.3,11358.74,28.068
2026,Maize,Peaty,7.59,151,84,44,19.1,927,64.6,Medium,8.5,1672.38,4.133
2020,Chickpea,Red Soil,8.67,37,58,34,32.9,150,73.3,Medium,9.0,151.75,0.375
2021,Coffee,Silt Loam,5.94,100,42,106,12.5,1777,58.4,Medium,9.3,465.09,1.149
2026,Coffee,Clay Loam,8.34,133,10,99,31.7,1653,50.5,Medium,10.8,159.83,0.395
2021,Soybean,Loam,4.77,81,30,24,18.4,517,59.7,High,7.8,362.62,0.896
2021,Watermelon,Laterite,6.67,137,45,104,11.1,912,47.1,High,7.4,3703.35,9.151
2022,Rice,Black Soil,6.98,75,69,33,21.0,1288,36.5,High,10.1,1426.61,3.525
2022,Potato,Silt Loam,7.45,165,52,93,18.0,217,41.2,Medium,8.4,2590.71,6.402
2022,Tea,Alluvial,8.16,164,105,67,28.1,1937,35.2,Low,9.5,392.06,0.969
2023,Mustard,Peaty,7.95,104,43,10,15.8,150,50.6,Medium,10.8,351.5,0.869
2026,Tomato,Saline,7.19,146,63,136,38.3,304,94.7,High,7.6,1910.12,4.72
2026,Tomato,Saline,8.59,103,99,130,19.5,150,71.2,Low,9.0,1850.11,4.572
2025,Maize,Red Soil,5.3,128,10,108,16.5,423,70.8,Medium,11.4,355.04,0.877
2021,Banana,Sandy Loam,5.81,162,90,237,23.0,1629,91.6,High,5.8,13520.53,33.41
2023,Rice,Silt Loam,6.6,126,36,60,16.9,1326,48.8,Medium,7.0,936.42,2.314
2026,Maize,Laterite,4.57,161,92,44,12.3,1022,46.7,Medium,11.5,447.79,1.107
2026,Potato,Peaty,6.68,101,102,138,24.0,566,53.4,Medium,8.3,6154.21,15.207
2025,Mustard,Black Soil,7.46,140,16,25,10.9,618,44.3,High,5.3,454.94,1.124
2024,Watermelon,Peaty,5.75,150,67,76,13.9,288,49.4,Low,10.2,2442.3,6.035
2021,Coffee,Red Soil,8.03,144,39,114,19.9,1574,46.6,High,6.8,321.29,0.794
2023,Banana,Red Soil,8.63,244,76,266,23.7,1653,48.9,Low,8.5,11339.55,28.021
2023,Groundnut,Loam,6.17,10,77,10,37.8,603,59.4,Medium,6.2,333.23,0.823
2021,Sugarcane,Saline,5.89,244,121,80,23.4,2214,77.5,Low,6.9,12569.99,31.061
2024,Soybean,Alluvial,5.99,31,73,80,38.1,948,69.7,Low,11.5,614.08,1.517
2026,Barley,Loam,6.8,128,65,45,38.7,385,45.4,High,11.1,876.56,2.166
2020,Sugarcane,Clay Loam,7.37,209,84,37,33.9,2242,42.2,Medium,10.0,18819.55,46.504
2021,Chickpea,Peaty,8.13,32,38,51,17.3,574,59.3,Medium,11.4,696.18,1.72
2020,Soybean,Silt Loam,5.55,95,41,18,36.9,679,50.9,High,8.2,324.86,0.803
2025,Mustard,Black Soil,4.96,70,46,31,10.2,458,79.7,Low,8.1,394.04,0.974
2023,Coffee,Laterite,6.24,203,38,60,10.2,1715,48.1,Low,7.2,236.15,0.584
2024,Garlic,Sandy Loam,6.48,74,36,45,28.6,157,65.4,Medium,5.0,590.88,1.46
2021,Soybean,Alluvial,4.53,12,31,50,36.0,621,58.9,Low,6.4,138.76,0.343
2026,Mustard,Sandy Loam,5.65,50,36,10,17.0,574,71.3,High,11.9,480.45,1.187
2026,Groundnut,Laterite,5.09,54,56,52,39.5,999,59.8,Medium,7.2,334.25,0.826
2024,Mustard,Alluvial,6.73,51,53,74,23.3,535,31.8,High,7.6,952.35,2.353
2021,Watermelon,Silt Loam,6.42,103,24,112,23.7,323,70.4,Medium,6.4,5106.93,12.619
2023,Watermelon,Silt Loam,4.67,165,69,120,17.6,283,83.5,High,4.7,2315.53,5.722
2023,Chickpea,Laterite,7.92,64,10,81,13.2,761,83.8,High,9.0,327.38,0.809
2021,Tea,Laterite,8.37,129,10,81,27.2,733,90.6,High,10.9,126.8,0.313
2023,Maize,Saline,7.31,106,53,25,20.4,1063,63.4,Low,8.3,1319.57,3.261
2022,Tomato,Loam,6.39,155,80,133,23.8,956,33.6,Low,7.4,13171.68,32.548
2024,Chickpea,Clay Loam,4.78,23,48,35,24.3,929,73.0,Medium,9.7,457.4,1.13
2025,Coffee,Laterite,7.37,165,22,147,32.1,1593,62.6,Low,8.6,157.91,0.39
2022,Tomato,Sandy Loam,7.21,89,151,128,29.0,1530,74.4,Low,10.0,6346.84,15.683
2025,Mustard,Black Soil,6.22,75,54,31,13.3,150,43.2,Low,12.0,349.99,0.865
2022,Tea,Laterite,5.62,151,47,89,30.6,1912,48.4,Low,9.6,457.43,1.13
2024,Rice,Silt Loam,7.16,140,29,17,28.1,986,51.0,Low,10.2,1089.13,2.691
2023,Rice,Sandy Loam,8.16,120,72,15,19.4,981,76.3,Low,5.4,289.79,0.716
2020,Coffee,Laterite,4.56,126,23,99,36.9,1895,67.3,Low,6.8,121.63,0.301
2024,Cotton,Red Soil,8.73,154,29,18,20.6,195,89.5,High,6.1,98.96,0.245
2021,Wheat,Red Soil,8.4,143,58,10,15.6,970,49.7,High,4.7,430.28,1.063
2024,Banana,Sandy Loam,5.35,187,93,218,26.1,2113,70.9,High,6.1,13581.35,33.56
2026,Sunflower,Alluvial,8.76,107,38,58,13.2,376,80.7,Low,11.3,223.07,0.551
2024,Tomato,Peaty,7.78,112,93,117,32.1,614,47.4,High,11.3,4695.26,11.602
2025,Apple,Silt Loam,7.59,97,32,74,34.7,926,45.3,High,9.2,2295.49,5.672
2021,Soybean,Laterite,5.66,10,42,28,29.9,1208,38.8,Medium,11.8,414.48,1.024
2025,Barley,Laterite,6.74,112,28,18,12.8,215,56.0,Low,7.4,449.69,1.111
2026,Tomato,Alluvial,5.71,164,95,95,37.9,1079,59.0,High,9.7,4770.73,11.789
2024,Groundnut,Silt Loam,6.65,37,24,69,20.3,726,55.4,Medium,11.1,1177.62,2.91
2021,Groundnut,Peaty,5.16,60,42,47,29.3,463,52.4,Medium,5.4,466.1,1.152
2026,Potato,Clay Loam,8.63,180,62,111,23.7,441,63.7,Low,4.1,2829.0,6.991
2020,Banana,Red Soil,5.5,179,68,281,16.3,1923,83.9,High,7.3,6861.4,16.955
2026,Garlic,Loam,4.73,79,48,66,25.2,734,58.7,High,5.0,1457.06,3.6
2021,Apple,Sandy Loam,7.02,85,10,99,23.9,898,51.8,Medium,11.6,2451.02,6.057
2025,Tomato,Alluvial,8.36,119,86,118,15.4,916,49.7,Medium,4.4,3719.25,9.19
2021,Rice,Alluvial,5.04,136,41,47,35.7,1865,76.5,Medium,7.4,857.04,2.118
2022,Barley,Black Soil,5.56,122,63,60,36.8,1047,35.1,Low,6.6,387.94,0.959
2026,Onion,Alluvial,6.27,75,18,48,10.2,982,39.5,Medium,5.3,2724.48,6.732
2024,Onion,Silt Loam,7.18,65,13,96,22.0,852,91.6,Low,7.3,5343.61,13.204
2022,Tea,Loam,4.88,194,19,84,34.2,1637,91.9,High,4.4,320.09,0.791
2020,Sunflower,Clay Loam,5.68,98,58,45,17.7,1729,75.6,High,4.1,385.69,0.953
2024,Sugarcane,Black Soil,6.48,200,60,89,30.5,2357,61.5,Low,5.2,22656.46,55.985
2024,Wheat,Loam,8.25,82,68,40,12.2,794,70.7,High,6.0,512.74,1.267
2020,Watermelon,Red Soil,5.07,127,119,150,12.7,886,85.6,Medium,4.8,2217.76,5.48
2026,Mustard,Silt Loam,4.94,27,72,13,29.2,652,45.3,Medium,9.7,240.96,0.595
2021,Mustard,Alluvial,6.45,115,46,57,12.4,360,53.5,Medium,6.9,731.94,1.809
2026,Watermelon,Alluvial,5.97,90,96,102,27.6,269,90.7,Low,9.8,8524.87,21.065
2024,Cotton,Laterite,4.96,193,40,57,23.4,982,87.0,Medium,6.3,291.14,0.719
2024,Coffee,Alluvial,8.65,101,22,113,32.8,1041,43.4,Low,9.7,112.56,0.278
2026,Soybean,Peaty,6.92,28,76,29,11.6,575,86.8,Low,6.8,297.84,0.736
2023,Chickpea,Loam,4.85,22,56,32,18.1,729,75.7,Medium,9.3,476.76,1.178
2023,Maize,Loam,7.63,155,70,36,30.0,899,42.7,High,6.5,1211.93,2.995
2021,Watermelon,Black Soil,4.98,113,99,109,32.2,492,37.7,Medium,10.1,7801.46,19.278
2025,Maize,Red Soil,6.67,115,39,75,32.4,1085,31.0,High,9.8,1398.88,3.457
2020,Sugarcane,Black Soil,5.38,287,101,80,18.4,1145,54.0,Medium,5.3,4106.33,10.147
2026,Rice,Clay Loam,6.68,174,25,49,21.7,1149,46.7,High,4.7,1226.31,3.03
2026,Soybean,Clay Loam,7.48,23,44,39,12.2,874,75.7,High,7.2,327.43,0.809
2021,Maize,Black Soil,5.61,172,39,17,11.5,427,56.1,Low,6.8,232.13,0.574
2021,Sugarcane,Loam,5.16,171,43,99,31.2,1644,42.4,Low,6.9,9615.84,23.761
2021,Apple,Sandy Loam,6.03,71,10,143,10.1,150,93.2,Medium,5.3,1250.62,3.09
2026,Groundnut,Saline,8.34,88,57,59,15.0,1094,81.8,High,9.8,276.33,0.683
2026,Garlic,Saline,6.17,59,43,85,25.6,491,88.7,Medium,4.4,1452.14,3.588
2022,Soybean,Saline,6.01,117,89,18,20.9,975,84.8,Low,5.6,481.43,1.19
2025,Wheat,Black Soil,6.95,163,55,66,39.0,203,55.3,Low,11.6,375.11,0.927
2022,Watermelon,Clay Loam,6.01,117,59,125,23.3,258,61.5,Low,10.2,5745.75,14.198
2023,Potato,Clay Loam,8.15,56,73,135,31.9,161,42.6,High,8.5,683.98,1.69
2022,Sugarcane,Laterite,6.69,146,97,87,24.0,1998,33.4,Medium,4.3,14113.31,34.875
2025,Tomato,Red Soil,7.7,222,79,108,23.8,306,71.9,Medium,9.2,4992.29,12.336
2025,Groundnut,Peaty,6.28,10,72,37,23.4,1121,92.1,High,11.4,825.19,2.039
2024,Coffee,Loam,7.21,126,59,104,29.0,1349,89.5,Medium,8.9,373.61,0.923
2026,Potato,Silt Loam,7.69,138,97,98,17.4,560,59.9,Low,9.0,6364.4,15.727
2025,Sugarcane,Peaty,4.88,233,117,76,30.8,1073,58.6,Medium,10.9,11052.83,27.312
2022,Sunflower,Clay Loam,6.75,87,51,66,16.2,304,43.3,Low,5.5,344.48,0.851
2021,Mustard,Silt Loam,7.93,53,53,21,14.1,726,36.7,High,9.8,625.06,1.545
2025,Mustard,Saline,7.04,87,42,31,33.2,763,66.5,Low,8.4,371.65,0.918
2025,Potato,Black Soil,7.06,137,87,111,24.5,579,84.7,High,12.0,5586.85,13.805
2026,Sunflower,Sandy Loam,8.4,105,29,27,20.4,564,47.2,Medium,9.5,457.67,1.131
2026,Sunflower,Black Soil,5.44,92,95,33,26.4,1038,70.4,High,8.3,828.54,2.047
2022,Coffee,Red Soil,6.57,148,10,116,22.7,1781,76.5,High,8.8,478.63,1.183
2024,Wheat,Loam,8.33,62,32,33,25.7,635,93.9,Low,10.7,711.1,1.757
2023,Barley,Alluvial,7.82,78,48,48,34.0,649,63.1,High,5.9,508.5,1.257
2021,Garlic,Silt Loam,5.47,115,60,44,15.6,911,66.1,High,11.2,3077.16,7.604
2020,Soybean,Laterite,5.58,66,68,106,15.7,401,82.3,High,11.7,395.78,0.978
2025,Wheat,Loam,5.12,58,11,23,25.7,567,79.5,High,9.7,670.85,1.658
2024,Sunflower,Peaty,5.72,98,83,10,30.3,1180,42.3,Medium,10.5,544.16,1.345
2025,Tomato,Black Soil,5.23,131,95,121,34.8,593,90.2,Low,8.0,2781.69,6.874
2026,Banana,Loam,8.26,99,62,281,18.6,1376,46.2,Medium,6.8,5411.27,13.372
2022,Banana,Loam,5.67,168,51,237,37.6,2050,68.8,Medium,6.9,9992.69,24.692
2021,Groundnut,Silt Loam,5.0,33,23,40,36.1,739,79.7,Low,6.0,267.23,0.66
2025,Garlic,Laterite,6.25,112,118,33,34.6,705,75.0,High,8.4,1446.06,3.573
2023,Tomato,Peaty,5.1,170,141,85,37.2,1070,68.2,High,4.7,2253.03,5.567
2026,Maize,Sandy Loam,6.64,139,87,36,15.7,742,42.9,High,7.5,1339.82,3.311
2023,Barley,Saline,6.3,61,16,24,27.2,241,58.7,Medium,6.8,263.13,0.65
2020,Cotton,Sandy Loam,5.06,120,82,31,17.4,876,46.5,Medium,8.4,239.22,0.591
2020,Mustard,Sandy Loam,5.5,65,59,10,26.3,150,34.7,Medium,10.3,161.0,0.398
2020,Chickpea,Laterite,6.03,10,34,52,27.1,209,49.7,High,7.7,178.14,0.44
2023,Sunflower,Loam,6.84,114,66,34,31.3,490,83.5,Low,10.9,892.45,2.205
2020,Garlic,Peaty,8.31,84,52,72,11.1,1039,31.1,Low,8.4,1645.02,4.065
2022,Rice,Black Soil,8.51,105,38,66,10.1,1432,45.5,Medium,11.5,554.81,1.371
2024,Chickpea,Loam,6.37,32,35,38,25.5,150,92.6,Medium,5.4,229.44,0.567
2026,Soybean,Peaty,6.5,45,43,33,39.2,753,65.4,Medium,8.5,592.36,1.464
2023,Potato,Laterite,7.97,145,78,96,34.2,829,39.0,Low,7.4,1487.16,3.675
2023,Wheat,Black Soil,8.26,125,89,26,22.0,913,50.6,Low,7.7,840.34,2.077
2025,Sunflower,Clay Loam,4.98,79,55,10,23.0,824,57.7,Low,6.7,423.19,1.046
2025,Apple,Red Soil,4.73,136,54,82,26.1,804,90.8,Medium,8.8,2159.2,5.335
2025,Rice,Laterite,5.43,159,36,63,16.4,1081,90.6,Medium,4.7,591.16,1.461
2025,Coffee,Saline,6.06,119,33,89,27.6,1943,68.4,Medium,9.8,482.82,1.193
2021,Onion,Alluvial,5.83,158,10,84,35.7,150,74.8,High,8.8,823.5,2.035
2026,Soybean,Silt Loam,4.81,42,39,28,15.4,150,67.6,High,11.7,140.98,0.348
2020,Rice,Saline,6.56,140,48,16,31.1,1423,85.5,High,4.0,818.97,2.024
2020,Onion,Sandy Loam,5.14,10,69,75,36.9,150,82.4,Low,4.0,235.97,0.583
2022,Banana,Saline,5.63,137,70,258,24.5,1819,43.0,High,5.7,10581.7,26.148
2023,Garlic,Black Soil,7.15,113,41,109,11.2,948,56.2,High,9.2,3358.26,8.298
2026,Soybean,Laterite,6.34,88,10,43,33.0,150,82.8,Low,10.9,203.78,0.504
2020,Mustard,Black Soil,7.78,66,27,25,23.4,972,30.5,High,10.6,679.58,1.679
2025,Sunflower,Loam,6.22,15,63,50,18.9,1092,60.6,High,5.6,369.14,0.912
2020,Onion,Sandy Loam,6.85,155,39,92,11.2,866,42.6,Medium,8.3,4355.53,10.763
2023,Potato,Sandy Loam,7.95,159,108,84,14.8,475,59.6,Low,9.6,3782.08,9.346
2020,Tomato,Loam,5.3,177,105,89,26.0,150,30.0,High,5.9,2501.95,6.182
2021,Barley,Peaty,7.55,62,39,43,32.2,782,75.5,Medium,7.2,456.67,1.128
2023,Garlic,Black Soil,4.54,68,64,42,35.9,1291,89.6,Low,12.0,932.37,2.304
2021,Groundnut,Silt Loam,8.51,10,86,26,10.6,577,87.1,Medium,8.2,199.82,0.494
2020,Maize,Alluvial,6.61,157,58,69,37.3,711,91.3,High,8.2,1253.1,3.096
2022,Garlic,Peaty,6.17,114,48,57,25.7,488,46.8,High,7.3,2754.21,6.806
2024,Tea,Clay Loam,7.31,86,58,75,13.8,1975,53.2,High,8.7,389.83,0.963
2023,Potato,Red Soil,8.78,120,60,85,24.6,673,93.0,Medium,9.8,4039.9,9.983
2021,Sugarcane,Peaty,7.46,235,67,62,10.3,1378,75.6,High,4.9,6657.91,16.452
2025,Banana,Laterite,7.79,254,59,230,15.2,1811,66.0,Medium,8.2,6473.41,15.996
2020,Chickpea,Silt Loam,8.73,55,68,20,27.1,1187,33.0,Low,9.0,509.42,1.259
2023,Tea,Red Soil,7.32,149,15,46,34.6,1893,50.7,Low,9.8,185.19,0.458
2025,Barley,Red Soil,6.27,140,68,30,35.8,529,59.8,Medium,6.1,482.67,1.193
2024,Coffee,Alluvial,7.72,93,38,96,39.8,1353,62.6,High,5.9,132.91,0.328
2020,Coffee,Black Soil,8.47,89,73,182,26.8,1616,61.6,Medium,8.0,291.79,0.721
2022,Cotton,Silt Loam,6.5,93,77,22,29.1,664,61.9,Low,7.5,655.85,1.621
2026,Banana,Black Soil,6.46,181,41,220,28.3,1710,66.8,Medium,9.7,27193.26,67.196
2025,Barley,Laterite,5.98,63,25,37,32.9,712,53.9,Low,5.1,315.81,0.78
2026,Onion,Laterite,8.66,156,70,149,15.1,150,51.0,Low,7.5,1327.1,3.279
2021,Sunflower,Black Soil,7.6,146,19,30,15.7,443,61.5,High,6.8,326.76,0.807
2026,Sugarcane,Laterite,4.63,227,65,127,39.8,1662,72.8,Medium,4.4,5749.03,14.206
2026,Sunflower,Saline,6.89,93,67,37,26.4,664,68.2,Low,11.2,1144.23,2.827
2020,Banana,Clay Loam,5.05,142,47,274,10.9,1463,92.8,Medium,8.2,4782.9,11.819
2025,Soybean,Saline,7.11,10,51,31,36.0,894,56.2,Low,5.7,183.91,0.454
2024,Banana,Sandy Loam,7.67,210,27,261,38.3,1575,63.7,Medium,6.8,4839.03,11.957
2025,Groundnut,Black Soil,6.0,10,24,39,13.7,1135,80.5,Medium,8.5,381.54,0.943
2023,Onion,Loam,5.2,66,63,104,17.0,1013,47.5,High,9.2,3640.37,8.996
2024,Potato,Sandy Loam,8.18,114,50,110,30.8,150,57.5,Low,6.4,573.48,1.417
2025,Sunflower,Peaty,6.23,61,64,10,39.6,507,66.5,High,9.5,351.49,0.869
2026,Mustard,Loam,7.29,70,10,37,11.8,150,34.3,Medium,9.5,343.27,0.848
